generic_name,brand_names,substance,drug_class,product_type
VALSARTAN,Valsartan,VALSARTAN,Unknown,HUMAN PRESCRIPTION DRUG
"CAMPHOR, MENTHOL",Eagle Brand Medicated Oil Refresh,CAMPHOR (SYNTHETIC)|MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PYRITHIONE ZINC,Dandruff,PYRITHIONE ZINC,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"DAYTIME SEVERE - ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN AND NIGHTTIME SEVERE-ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",Daytime Severe and Nighttime Severe cold and flu,,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LORATADINE,Loratadine ODT,LORATADINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SODIUM FLUORIDE,PERIOSCIENCES White Care AO Pro,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ISOPROPYL ALCOHOL,American Red Cross 70 Isopropyl Alcohol,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
METHADONE HYDROCHLORIDE,Methadone Hydrochloride,METHADONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
ISOPROPYL ALCOHOL,American Red Cross 70 Isopropyl Alcohol with Continuous Nitrogen Gas,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride SR,BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
POTASSIUM CHLORIDE,Potassium Chloride,POTASSIUM CHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MEROPENEM,Meropenem,MEROPENEM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ALCOHOL,Alcohol,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN|HYDROCODONE BITARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
ISOPROPYL ALCOHOL,American Red Cross 91 Isopropyl Alcohol with Continuous Nitrogen Gas,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
ALCOHOL,Alcohol,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
TORSEMIDE,Torsemide,TORSEMIDE,Unknown,HUMAN PRESCRIPTION DRUG
CARVEDILOL,Carvedilol,CARVEDILOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
PHENYLEPHRINE HYDROCHLORIDE,Phenylephrine hydrochloride,PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN,Acetaminophen,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
TOBRAMYCIN AND DEXAMETHASONE,Tobramycin and Dexamethasone,DEXAMETHASONE|TOBRAMYCIN,Unknown,HUMAN PRESCRIPTION DRUG
ERYTHROMYCIN,erythromycin,ERYTHROMYCIN,Unknown,HUMAN PRESCRIPTION DRUG
ASPIRIN,Aspirin Regular Strength,ASPIRIN,Unknown,HUMAN OTC DRUG
ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE,ACETAMINOPHEN PM,ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
DIMETHICONE,Royal Jelly Berry Powerful Lip Care,DIMETHICONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
EPINEPHRINE,Epinephrine,EPINEPHRINE,Unknown,HUMAN PRESCRIPTION DRUG
DOPAMINE HYDROCHLORIDE,Dopamine Hydrochloride,DOPAMINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
VASOPRESSIN,VASOPRESSIN,VASOPRESSIN,Unknown,HUMAN PRESCRIPTION DRUG
HAND SANITIZER UNSCENTED,Hand Sanitizer,ALCOHOL,Unknown,HUMAN OTC DRUG
GLYCOPYRROLATE,Glycopyrrolate,GLYCOPYRROLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ODEVIXIBAT,Bylvay,ODEVIXIBAT,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"ACETAMINOPHEN 325 MG, DIPHENHYDRAMINE HCL 12.5 MG, PHENYLEPHRINE HCL 5 MG",Allergy plus Sinus Headache,ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
VARDENAFIL HYDROCHLORIDE,Vardenafil Hydrochloride,VARDENAFIL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCHLOROTHIAZIDE,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN, CAFFEINE",Tension Headache Aspirin-Free,ACETAMINOPHEN|CAFFEINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Ban Invisible Solid Antiperspirant Deodorant Powder Fresh,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BUSPIRONE HYDROCHLORIDE,Buspirone Hydrochloride,BUSPIRONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
BUPROPION HYDROCHLORIDE,Bupropion hydrochloride,BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ASPIRIN,Low Dose Aspirin,ASPIRIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"DAYTIME - ACETAMINOPHEN, DEXTROMETHROPHAN HBR AND NIGHTTIME - ACETAMINOPHEN, DEXTROMETHROPHAN HBR, DOXYLAMINE SUCCINATE",Daytime Nighttime Ultra Concentrated Cold and Flu,,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BENZOCAINE AND ZINC CHLORIDE,KANKA SoftBrush,BENZOCAINE|ZINC CHLORIDE,Unknown,HUMAN OTC DRUG
PHENYTOIN,Phenytoin,PHENYTOIN,Unknown,HUMAN PRESCRIPTION DRUG
MINOCYCLINE HYDROCHLORIDE,Minocycline Hydrochloride,MINOCYCLINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED EVEREST 72H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ROCURONIUM BROMIDE,rocuronium bromide,ROCURONIUM BROMIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
COSYNTROPIN,Cosyntropin,COSYNTROPIN,Unknown,HUMAN PRESCRIPTION DRUG
GUANFACINE,Guanfacine,GUANFACINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
RUBBER GLOVES/LATEX DETOX,Rubber Gloves/Latex Detox 6029,NATURAL LATEX RUBBER|POLYURETHANE-35 (NOT MORE THAN 500 MPA.S AT 40%),Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
DOCUSATE SODIUM,Stool Softener Laxative,DOCUSATE SODIUM,Unknown,HUMAN OTC DRUG
AMLODIPINE BESYLATE,Amlodipine Besylate,AMLODIPINE BESYLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,Acetaminophen,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CETIRIZINE HCL,childrens allergy relief,CETIRIZINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,Brimonidine Tartrate/Timolol Maleate,BRIMONIDINE TARTRATE|TIMOLOL MALEATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ESTRADIOL,Estradiol,ESTRADIOL,Unknown,HUMAN PRESCRIPTION DRUG
"CAMPHOR, EUCALYPTUS OIL, MENTHOL",Chest Rub,CAMPHOR (NATURAL)|EUCALYPTUS OIL|MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVOFLOXACIN,levofloxacin,LEVOFLOXACIN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
METRONIDAZOLE,Metronidazole,METRONIDAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
OXYCODONE,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
TRAZODONE HYDROCHLORIDE,Trazodone Hydrochloride,TRAZODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
SODIUM FLUORIDE,Colgate Junior Mixed Kids Bubble Fruit Fluoride,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
RAMELTEON,Ramelteon,RAMELTEON,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Nicotine Polacrilex,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PYRITHIONE ZINC,Dandruff,PYRITHIONE ZINC,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
KETOROLAC TROMETHAMINE,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ANTACID AND ANTIGAS,Childrens Mylicon All in One Tummy Relief for Kids,CALCIUM CARBONATE|DIMETHICONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PRIMAQUINE PHOSPHATE,PRIMAQUINE PHOSPHATE,PRIMAQUINE PHOSPHATE,Unknown,HUMAN PRESCRIPTION DRUG
"ACETAMINOPHEN, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE",Head Congestion Plus Mucus PE,ACETAMINOPHEN|GUAIFENESIN|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE",Head Congestion Mucus PE,ACETAMINOPHEN|GUAIFENESIN|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
METHADONE HYDROCHLORIDE,"Methadone Hydrocloride dye-free, sugar-free, unflavored",METHADONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
RISPERIDONE,RISPERIDONE,RISPERIDONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
METOPROLOL TARTRATE,Metoprolol,METOPROLOL TARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE AND DEXTROSE",DIANEAL LOW CALCIUM WITH DEXTROSE,CALCIUM CHLORIDE|DEXTROSE MONOHYDRATE|MAGNESIUM CHLORIDE|SODIUM CHLORIDE|SODIUM LACTATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
APIXABAN,apixaban,APIXABAN,Unknown,HUMAN PRESCRIPTION DRUG
CARBIDOPA AND LEVODOPA,CREXONT,CARBIDOPA|LEVODOPA,Unknown,HUMAN PRESCRIPTION DRUG
PHENTERMINE HYDROCHLORIDE,Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
CLONAZEPAM,Clonazepam,CLONAZEPAM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
PRAVASTATIN SODIUM,Pravastatin Sodium,PRAVASTATIN SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ALCOHOL,Hand Sanitizer Alcohol Hand,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DOSTARLIMAB,Jemperli,DOSTARLIMAB,Unknown,HUMAN PRESCRIPTION DRUG
TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
PROPYLENE GLYCOL,Rite Aid Lubricant Eye Drops Restorative Performance,PROPYLENE GLYCOL,Unknown,HUMAN OTC DRUG
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
SALICYLIC ACID,HAIRCARE Physicians Recommended,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
TETRACYCLINE HYDROCHLORIDE,Tetracyte Topical Tetracycline Hydrochloride,TETRACYCLINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride,BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
IBUPROFEN,Ibuprofen,IBUPROFEN,Unknown,HUMAN PRESCRIPTION DRUG
METHAZOLAMIDE,Methazolamide,METHAZOLAMIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
AMOXICILLIN,Amoxicillin,AMOXICILLIN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCORTISONE,Cortisone 10 Intensive Moisture Creme,HYDROCORTISONE,Unknown,HUMAN OTC DRUG
ZINC OXIDE,SPF 50 Sunscreen Stick,ZINC OXIDE,Unknown,HUMAN OTC DRUG
MENTHOL,Sugar Free Cough Drops,MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SODIUM FLUORIDE,Anticavity,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BENZALKONIUM CHLORIDE,Antibacterial LHS,BENZALKONIUM CHLORIDE,Unknown,HUMAN OTC DRUG
OXYGEN,Oxygen,OXYGEN,Unknown,HUMAN PRESCRIPTION DRUG
MEFLOQUINE HYDROCHLORIDE,Mefloquine Hydrochloride,MEFLOQUINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
"CLOBETASOL PROPIONATE OINTMENT USP, 0.05%",Clobetasol Propionate,CLOBETASOL PROPIONATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ZINC OXIDE,CoTZ Flawless Complexion,ZINC OXIDE,Unknown,HUMAN OTC DRUG
GABAPENTIN,Gabapentin,GABAPENTIN,Unknown,HUMAN PRESCRIPTION DRUG
TEETH WHITENING KIT,Teeth Whitening Kit,PHTHALIMIDOPEROXYCAPROIC ACID|POTASSIUM CITRATE|TRIBASIC CALCIUM PHOSPHATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
GLIPIZIDE,Glipizide,GLIPIZIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ALENDRONATE SODIUM,Binosto,ALENDRONATE SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
SOME BY MI AHA BHA PHA 30 DAYS MIRACLE ACNE BODY CLEANSER,SOME BY MI AHA BHA PHA 30 DAYS MIRACLE ACNE BODY CLEANSER,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
CORN REMOVAL PADS,MQUPIN Corn Removal Pads,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
LIDOCAINE AND MENTHOL PATCH,"LidoPro Patch (Lidocaine 4%, Menthol 1%)","LIDOCAINE|MENTHOL, UNSPECIFIED FORM",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
KNEE PATCH,Mqupin Knee Patch,BORNEOL|CAMPHOR (SYNTHETIC),Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CORN REMOVAL PADS,MYMULIKE Corn Removal Pads,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
LIQUID WART CORN REMOVER,Mqupin Liquid Wart Corn Remover,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PAIN RELIEVING PATCH,MQ Pain Relieving Patch,.ALPHA.-TOCOPHEROL ACETATE|CAMPHOR (SYNTHETIC)|LEVOMENTHOL|METHYL SALICYLATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"LOPERAMIDE HYDROCHLORIDE, SIMETHICONE",dg health anti diarrheal anti gas,DIMETHICONE|LOPERAMIDE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN,Childrens Pain and Fever,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"OCTISALATE, TITANIUM DIOXIDE",FOREVER SKIN GLOW 24h wear radiant foundation Perfection and hydration Concentrated floral skincare with suncreen Broad spectrum SPF 15 2W,OCTISALATE|TITANIUM DIOXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PEMBROLIZUMAB AND BERAHYALURONIDASE ALFA-PMPH,KEYTRUDA QLEX,BERAHYALURONIDASE ALFA|PEMBROLIZUMAB,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVETIRACETAM,Levetiracetam,LEVETIRACETAM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN, ASPIRIN, CAFFEINE",EXTRA STRENGTH HEADACHE RELIEF,ACETAMINOPHEN|ASPIRIN|CAFFEINE,Unknown,HUMAN OTC DRUG
"AVOBENZONE, HOMOSALATE, OCTISALATE AND OCTOCRYLENE",Vichy Laboratoires Capital Soleil 50 Daily AntiAging Face Sunscreen Broad Spectrum SPF 50 Water Resistant 80 Minutes,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"TITANIUM DIOXIDE, ZINC OXIDE",Max Mineral,TITANIUM DIOXIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
"LIDOCAINE, MENTHOL",THERABLAST MAXIMUM RELIEF,LIDOCAINE|MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ANTIPERSPIRANT ABOVE EXTREME SUN MEN,ANTIPERSPIRANT ABOVE EXTREME SUN MEN,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"METHENAMINE, BENZOIC ACID, PHENYL SALICYLATE, METHYLENE BLUE, AND HYOSCYAMINE SULFATE",URIBEL TABS,BENZOIC ACID|HYOSCYAMINE SULFATE|METHENAMINE|METHYLENE BLUE|PHENYL SALICYLATE,Unknown,HUMAN PRESCRIPTION DRUG
BRAIN DROPS,Brain Drops 9614,BOS TAURUS BRAIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
FERRUM SILICICUM URTICA,Ferrum Silicicum Urtica,ANISE|FERRIC OXIDE RED|SILICON DIOXIDE|URTICA DIOICA,Unknown,HUMAN OTC DRUG
DIHYDROERGOTAMINE MESYLATE,ATZUMI,DIHYDROERGOTAMINE MESYLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LIDOCAINE HYDROCHLORIDE,Eha,LIDOCAINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
FAMOTIDINE,basic care acid reducer,FAMOTIDINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"DEXTROMETHORPHAN HBR, GUAIFENESIN",Mucus Relief DM Max Maximum Strength,DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN,Unknown,HUMAN OTC DRUG
ZONISAMIDE,zonisamide,ZONISAMIDE,Unknown,HUMAN PRESCRIPTION DRUG
"DEXTROMETHORPHAN HBR, GUAIFENESIN",Geri-Tussin DM,DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"DEXTROMETHORPHAN HBR, GUAIFENESIN",GUAIASORB DM,DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PETROLATUM,Healing for Babies,PETROLATUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ZINC OXIDE,Doctors Diaper Rash Cream,ZINC OXIDE,Unknown,HUMAN OTC DRUG
OLOPATADINE HYDROCHLORIDE,olopatadine hydrochloride,OLOPATADINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ESCITALOPRAM,Escitalopram Oxalate,ESCITALOPRAM OXALATE,Unknown,HUMAN PRESCRIPTION DRUG
SODIUM FLUORIDE,EUTHYMOL Extraordinary Pink Whitening,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
BENZALKONIUM CHLORIDE,SSDC Mystic Foaming Hand Sanitizer,BENZALKONIUM CHLORIDE,Unknown,HUMAN OTC DRUG
SODIUM FLUORIDE,EUTHYMOL Extraordinary Pink Whitening,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
"SILVER NITRATE, ARNICA MONTANA ROOT, ARISAEMA TRIPHYLLUM ROOT, OYSTER SHELL CALCIUM CARBONATE, CRUDE,ACTIVATED CHARCOAL, CAUSTICUM, HYOSCYAMUS NIGER, PARIS QUADRIFOLIA, PHOSPHORUS, AND VERBASCUM THAPSUS",BHI Throat,"ACTIVATED CHARCOAL|ARISAEMA TRIPHYLLUM ROOT|ARNICA MONTANA ROOT|CAUSTICUM|HYOSCYAMUS NIGER|OYSTER SHELL CALCIUM CARBONATE, CRUDE|PARIS QUADRIFOLIA|PHOSPHORUS|SILVER NITRATE|VERBASCUM THAPSUS",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Dominas Dark Spot UV Defense Sunscreen Broad Spectrum SPF 50,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
GLYCOPYRROLATE,GLYCOPYRROLATE,GLYCOPYRROLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
DOCUSATE SODIUM,Stool Softener Laxative,DOCUSATE SODIUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
THEOPHYLLINE,Theophylline,THEOPHYLLINE ANHYDROUS,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
BUTENAFINE HYDROCHLORIDE,Butenafine Hydrochloride,BUTENAFINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ISOPROPYL ALCOHOL,HANDOUT protection hand sanitizer,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
SALICYLIC ACID,Clean and Clear Acne Spot Treatment,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACYCLOVIR,acyclovir,ACYCLOVIR,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
LORATADINE,Allergy Relief,LORATADINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
